"cty","Name","Household_Income_rP_gP_p25"
"cty24033","Prince George's County, MD",29797
"cty42043","Dauphin County, PA",29784
"cty21037","Campbell County, KY",29784
"cty02275","Wrangell City and Borough, AK",29780
"cty26039","Crawford County, MI",29772
"cty51065","Fluvanna County, VA",29772
"cty35001","Bernalillo County, NM",29766
"cty28127","Simpson County, MS",29765
"cty18119","Owen County, IN",29765
"cty22061","Lincoln Parish, LA",29763
"cty21127","Lawrence County, KY",29763
"cty51195","Wise County, VA",29760
"cty01133","Winston County, AL",29758
"cty12019","Clay County, FL",29755
"cty72011","Anasco Municipio, PR",29751
"cty01021","Chilton County, AL",29748
"cty18167","Vigo County, IN",29744
"cty51047","Culpeper County, VA",29743
"cty39151","Stark County, OH",29739
"cty13047","Catoosa County, GA",29737
"cty47101","Lewis County, TN",29736
"cty18019","Clark County, IN",29729
"cty51181","Surry County, VA",29717
"cty32003","Clark County, NV",29705
"cty01079","Lawrence County, AL",29705
"cty47003","Bedford County, TN",29699
"cty35043","Sandoval County, NM",29693
"cty13011","Banks County, GA",29693
"cty12121","Suwannee County, FL",29688
"cty51087","Henrico County, VA",29682
"cty47041","DeKalb County, TN",29669
"cty51099","King George County, VA",29668
"cty13039","Camden County, GA",29666
"cty13241","Rabun County, GA",29658
"cty45035","Dorchester County, SC",29654
"cty01095","Marshall County, AL",29650
"cty28079","Leake County, MS",29638
"cty24029","Kent County, MD",29638
"cty12009","Brevard County, FL",29637
"cty37177","Tyrrell County, NC",29635
"cty21211","Shelby County, KY",29627
"cty12071","Lee County, FL",29626
"cty21207","Russell County, KY",29620
"cty01031","Coffee County, AL",29606
"cty08023","Costilla County, CO",29606
"cty23029","Washington County, ME",29600
"cty22095","St. John the Baptist Parish, LA",29590
"cty30087","Rosebud County, MT",29583
"cty37179","Union County, NC",29582
"cty35029","Luna County, NM",29578
"cty39087","Lawrence County, OH",29576
"cty18089","Lake County, IN",29539
"cty34013","Essex County, NJ",29536
"cty37115","Madison County, NC",29534
"cty51720","Norton city, VA",29532
"cty05131","Sebastian County, AR",29530
"cty37061","Duplin County, NC",29530
"cty34021","Mercer County, NJ",29530
"cty55059","Kenosha County, WI",29525
"cty05125","Saline County, AR",29521
"cty18069","Huntington County, IN",29516
"cty21231","Wayne County, KY",29506
"cty21105","Hickman County, KY",29488
"cty39003","Allen County, OH",29482
"cty26159","Van Buren County, MI",29478
"cty28015","Carroll County, MS",29477
"cty39071","Highland County, OH",29475
"cty47149","Rutherford County, TN",29470
"cty18169","Wabash County, IN",29469
"cty29189","St. Louis County, MO",29468
"cty48063","Camp County, TX",29468
"cty22015","Bossier Parish, LA",29467
"cty37031","Carteret County, NC",29466
"cty22037","East Feliciana Parish, LA",29462
"cty35047","San Miguel County, NM",29461
"cty47129","Morgan County, TN",29459
"cty22081","Red River Parish, LA",29454
"cty17153","Pulaski County, IL",29453
"cty48267","Kimble County, TX",29453
"cty37039","Cherokee County, NC",29449
"cty18043","Floyd County, IN",29448
"cty12133","Washington County, FL",29446
"cty48449","Titus County, TX",29434
"cty12129","Wakulla County, FL",29433
"cty29021","Buchanan County, MO",29432
"cty51011","Appomattox County, VA",29426
"cty51790","Staunton city, VA",29420
"cty21165","Menifee County, KY",29420
"cty26079","Kalkaska County, MI",29413
"cty47081","Hickman County, TN",29409
"cty17183","Vermilion County, IL",29406
"cty39053","Gallia County, OH",29402
"cty29201","Scott County, MO",29394
"cty22111","Union Parish, LA",29390
"cty47077","Henderson County, TN",29390
"cty47109","McNairy County, TN",29386
"cty17031","Cook County, IL",29385
"cty51035","Carroll County, VA",29376
"cty48375","Potter County, TX",29375
"cty37009","Ashe County, NC",29364
"cty18091","LaPorte County, IN",29358
"cty51077","Grayson County, VA",29353
"cty01025","Clarke County, AL",29353
"cty29093","Iron County, MO",29352
"cty47067","Hancock County, TN",29348
"cty22077","Pointe Coupee Parish, LA",29348
"cty04027","Yuma County, AZ",29344
"cty51075","Goochland County, VA",29338
"cty18003","Allen County, IN",29334
"cty26165","Wexford County, MI",29327
"cty33019","Sullivan County, NH",29327
"cty04019","Pima County, AZ",29320
"cty48405","San Augustine County, TX",29317
"cty21081","Grant County, KY",29312
"cty47175","Van Buren County, TN",29307
"cty26081","Kent County, MI",29304
"cty21071","Floyd County, KY",29303
"cty18165","Vermillion County, IN",29291
"cty51036","Charles City County, VA",29290
"cty46137","Ziebach County, SD",29288
"cty37193","Wilkes County, NC",29283
"cty12041","Gilchrist County, FL",29280
"cty21125","Laurel County, KY",29275
"cty13223","Paulding County, GA",29274
"cty26075","Jackson County, MI",29270
"cty29181","Ripley County, MO",29269
"cty04023","Santa Cruz County, AZ",29267
"cty12131","Walton County, FL",29260
"cty08101","Pueblo County, CO",29258
"cty47025","Claiborne County, TN",29254
"cty18141","St. Joseph County, IN",29253
"cty28057","Itawamba County, MS",29253
"cty13231","Pike County, GA",29237
"cty47169","Trousdale County, TN",29237
"cty37143","Perquimans County, NC",29234
"cty13227","Pickens County, GA",29232
"cty51175","Southampton County, VA",29225
"cty22119","Webster Parish, LA",29213
"cty13147","Hart County, GA",29189
"cty37059","Davie County, NC",29187
"cty37101","Johnston County, NC",29151
"cty51193","Westmoreland County, VA",29151
"cty47115","Marion County, TN",29147
"cty37095","Hyde County, NC",29130
"cty12127","Volusia County, FL",29127
"cty21121","Knox County, KY",29123
"cty51037","Charlotte County, VA",29116
"cty29187","St. Francois County, MO",29116
"cty08011","Bent County, CO",29115
"cty47099","Lawrence County, TN",29110
"cty47117","Marshall County, TN",29108
"cty39027","Clinton County, OH",29104
"cty37167","Stanly County, NC",29093
"cty28023","Clarke County, MS",29092
"cty48027","Bell County, TX",29058
"cty12101","Pasco County, FL",29056
"cty18163","Vanderburgh County, IN",29056
"cty21237","Wolfe County, KY",29053
"cty51079","Greene County, VA",29048
"cty54055","Mercer County, WV",29044
"cty13229","Pierce County, GA",29041
"cty21101","Henderson County, KY",29041
"cty35061","Valencia County, NM",29040
"cty37103","Jones County, NC",29037
"cty37169","Stokes County, NC",29033
"cty13013","Barrow County, GA",29031
"cty10005","Sussex County, DE",29030
"cty39139","Richland County, OH",29021
"cty22083","Richland Parish, LA",29021
"cty13101","Echols County, GA",29015
"cty47183","Weakley County, TN",29013
"cty51550","Chesapeake city, VA",29005
"cty37135","Orange County, NC",29004
"cty21213","Simpson County, KY",29003
"cty45063","Lexington County, SC",29002
"cty51191","Washington County, VA",29002
"cty24045","Wicomico County, MD",28992
"cty47001","Anderson County, TN",28991
"cty10001","Kent County, DE",28988
"cty01045","Dale County, AL",28984
"cty12005","Bay County, FL",28979
"cty47057","Grainger County, TN",28974
"cty18009","Blackford County, IN",28968
"cty12055","Highlands County, FL",28966
"cty12103","Pinellas County, FL",28965
"cty54003","Berkeley County, WV",28963
"cty22013","Bienville Parish, LA",28958
"cty05085","Lonoke County, AR",28955
"cty54039","Kanawha County, WV",28952
"cty26077","Kalamazoo County, MI",28950
"cty39017","Butler County, OH",28948
"cty21145","McCracken County, KY",28939
"cty21019","Boyd County, KY",28936
"cty39079","Jackson County, OH",28936
"cty21191","Pendleton County, KY",28933
"cty21167","Mercer County, KY",28916
"cty26065","Ingham County, MI",28908
"cty47055","Giles County, TN",28908
"cty45015","Berkeley County, SC",28894
"cty37171","Surry County, NC",28886
"cty21095","Harlan County, KY",28885
"cty47107","McMinn County, TN",28884
"cty51105","Lee County, VA",28881
"cty12061","Indian River County, FL",28879
"cty08031","Denver County, CO",28869
"cty22069","Natchitoches Parish, LA",28869
"cty17167","Sangamon County, IL",28866
"cty51093","Isle of Wight County, VA",28854
"cty04012","La Paz County, AZ",28846
"cty40101","Muskogee County, OK",28837
"cty13257","Stephens County, GA",28834
"cty39163","Vinton County, OH",28814
"cty28067","Jones County, MS",28803
"cty28139","Tippah County, MS",28789
"cty05079","Lincoln County, AR",28767
"cty18005","Bartholomew County, IN",28753
"cty72127","San Juan Municipio, PR",28750
"cty21181","Nicholas County, KY",28737
"cty05095","Monroe County, AR",28731
"cty24039","Somerset County, MD",28729
"cty51520","Bristol city, VA",28722
"cty13247","Rockdale County, GA",28713
"cty22079","Rapides Parish, LA",28711
"cty29175","Randolph County, MO",28698
"cty37021","Buncombe County, NC",28695
"cty01051","Elmore County, AL",28688
"cty18093","Lawrence County, IN",28687
"cty22121","West Baton Rouge Parish, LA",28682
"cty39153","Summit County, OH",28681
"cty37197","Yadkin County, NC",28674
"cty37003","Alexander County, NC",28672
"cty13151","Henry County, GA",28642
"cty28013","Calhoun County, MS",28639
"cty47151","Scott County, TN",28637
"cty45073","Oconee County, SC",28625
"cty05059","Hot Spring County, AR",28623
"cty37133","Onslow County, NC",28615
"cty05051","Garland County, AR",28613
"cty39073","Hocking County, OH",28611
"cty39009","Athens County, OH",28602
"cty72125","San German Municipio, PR",28599
"cty21003","Allen County, KY",28598
"cty29023","Butler County, MO",28588
"cty12095","Orange County, FL",28570
"cty51033","Caroline County, VA",28570
"cty20061","Geary County, KS",28564
"cty13107","Emanuel County, GA",28563
"cty51580","Covington city, VA",28556
"cty37075","Graham County, NC",28546
"cty39129","Pickaway County, OH",28543
"cty13019","Berrien County, GA",28537
"cty39093","Lorain County, OH",28532
"cty17115","Macon County, IL",28528
"cty47033","Crockett County, TN",28522
"cty04017","Navajo County, AZ",28521
"cty13157","Jackson County, GA",28505
"cty28033","DeSoto County, MS",28502
"cty47105","Loudon County, TN",28482
"cty51143","Pittsylvania County, VA",28470
"cty48113","Dallas County, TX",28469
"cty51173","Smyth County, VA",28466
"cty47087","Jackson County, TN",28457
"cty17201","Winnebago County, IL",28455
"cty13139","Hall County, GA",28451
"cty01127","Walker County, AL",28444
"cty37175","Transylvania County, NC",28427
"cty18065","Henry County, IN",28414
"cty47079","Henry County, TN",28411
"cty13167","Johnson County, GA",28387
"cty47131","Obion County, TN",28383
"cty28001","Adams County, MS",28379
"cty47123","Monroe County, TN",28370
"cty21199","Pulaski County, KY",28369
"cty05039","Dallas County, AR",28366
"cty47011","Bradley County, TN",28361
"cty12083","Marion County, FL",28357
"cty47177","Warren County, TN",28355
"cty13201","Miller County, GA",28343
"cty05099","Nevada County, AR",28341
"cty13003","Atkinson County, GA",28341
"cty51630","Fredericksburg city, VA",28337
"cty21117","Kenton County, KY",28336
"cty47009","Blount County, TN",28334
"cty22031","De Soto Parish, LA",28329
"cty13123","Gilmer County, GA",28324
"cty21013","Bell County, KY",28321
"cty22033","East Baton Rouge Parish, LA",28318
"cty13025","Brantley County, GA",28310
"cty12069","Lake County, FL",28301
"cty28115","Pontotoc County, MS",28301
"cty12003","Baker County, FL",28280
"cty26021","Berrien County, MI",28273
"cty72057","Guayama Municipio, PR",28272
"cty21047","Christian County, KY",28264
"cty51820","Waynesboro city, VA",28258
"cty48309","McLennan County, TX",28257
"cty47139","Polk County, TN",28255
"cty13001","Appling County, GA",28245
"cty24019","Dorchester County, MD",28234
"cty39145","Scioto County, OH",28231
"cty24011","Caroline County, MD",28227
"cty05037","Cross County, AR",28224
"cty17127","Massac County, IL",28221
"cty47121","Meigs County, TN",28214
"cty13045","Carroll County, GA",28208
"cty28059","Jackson County, MS",28206
"cty28089","Madison County, MS",28190
"cty01033","Colbert County, AL",28190
"cty12047","Hamilton County, FL",28190
"cty21205","Rowan County, KY",28188
"cty45013","Beaufort County, SC",28185
"cty51109","Louisa County, VA",28177
"cty12075","Levy County, FL",28165
"cty21137","Lincoln County, KY",28161
"cty35039","Rio Arriba County, NM",28159
"cty18067","Howard County, IN",28154
"cty37125","Moore County, NC",28153
"cty13129","Gordon County, GA",28143
"cty01111","Randolph County, AL",28139
"cty05003","Ashley County, AR",28118
"cty29069","Dunklin County, MO",28118
"cty29143","New Madrid County, MO",28116
"cty47135","Perry County, TN",28114
"cty12057","Hillsborough County, FL",28111
"cty47005","Benton County, TN",28110
"cty51530","Buena Vista city, VA",28102
"cty21097","Harrison County, KY",28096
"cty13097","Douglas County, GA",28095
"cty40001","Adair County, OK",28080
"cty47125","Montgomery County, TN",28077
"cty48037","Bowie County, TX",28074
"cty28145","Union County, MS",28058
"cty12001","Alachua County, FL",28055
"cty13195","Madison County, GA",28052
"cty21023","Bracken County, KY",28019
"cty02110","Juneau City and Borough, AK",28015
"cty13143","Haralson County, GA",28013
"cty34001","Atlantic County, NJ",28012
"cty12089","Nassau County, FL",27999
"cty47089","Jefferson County, TN",27998
"cty13267","Tattnall County, GA",27997
"cty28157","Wilkinson County, MS",27994
"cty26145","Saginaw County, MI",27988
"cty05091","Miller County, AR",27976
"cty28101","Newton County, MS",27969
"cty37037","Chatham County, NC",27962
"cty13069","Coffee County, GA",27957
"cty12063","Jackson County, FL",27951
"cty47143","Rhea County, TN",27941
"cty39035","Cuyahoga County, OH",27937
"cty21021","Boyle County, KY",27937
"cty54047","McDowell County, WV",27927
"cty28065","Jefferson Davis County, MS",27923
"cty21151","Madison County, KY",27916
"cty39101","Marion County, OH",27908
"cty51650","Hampton city, VA",27902
"cty01091","Marengo County, AL",27897
"cty34011","Cumberland County, NJ",27868
"cty13283","Treutlen County, GA",27866
"cty12077","Liberty County, FL",27864
"cty35053","Socorro County, NM",27862
"cty47119","Maury County, TN",27842
"cty28125","Sharkey County, MS",27840
"cty51111","Lunenburg County, VA",27831
"cty13181","Lincoln County, GA",27830
"cty47185","White County, TN",27828
"cty13153","Houston County, GA",27819
"cty05011","Bradley County, AR",27816
"cty39095","Lucas County, OH",27814
"cty01107","Pickens County, AL",27814
"cty26025","Calhoun County, MI",27813
"cty13169","Jones County, GA",27804
"cty37137","Pamlico County, NC",27791
"cty01103","Morgan County, AL",27790
"cty12125","Union County, FL",27784
"cty51045","Craig County, VA",27781
"cty35006","Cibola County, NM",27772
"cty47073","Hawkins County, TN",27767
"cty28055","Issaquena County, MS",27764
"cty17143","Peoria County, IL",27741
"cty54011","Cabell County, WV",27739
"cty28071","Lafayette County, MS",27736
"cty51089","Henry County, VA",27714
"cty17163","St. Clair County, IL",27711
"cty12111","St. Lucie County, FL",27698
"cty13179","Liberty County, GA",27687
"cty01099","Monroe County, AL",27675
"cty13145","Harris County, GA",27665
"cty05043","Drew County, AR",27654
"cty21025","Breathitt County, KY",27653
"cty01035","Conecuh County, AL",27638
"cty29095","Jackson County, MO",27636
"cty05103","Ouachita County, AR",27624
"cty01053","Escambia County, AL",27619
"cty28003","Alcorn County, MS",27607
"cty12033","Escambia County, FL",27584
"cty51830","Williamsburg city, VA",27576
"cty13015","Bartow County, GA",27574
"cty28113","Pike County, MS",27571
"cty37033","Caswell County, NC",27559
"cty12081","Manatee County, FL",27557
"cty51620","Franklin city, VA",27546
"cty18143","Scott County, IN",27544
"cty13055","Chattooga County, GA",27540
"cty04021","Pinal County, AZ",27522
"cty13005","Bacon County, GA",27520
"cty21239","Woodford County, KY",27509
"cty01083","Limestone County, AL",27496
"cty47171","Unicoi County, TN",27487
"cty21235","Whitley County, KY",27482
"cty06025","Imperial County, CA",27479
"cty21131","Leslie County, KY",27475
"cty45051","Horry County, SC",27464
"cty12105","Polk County, FL",27457
"cty47155","Sevier County, TN",27448
"cty42101","Philadelphia County, PA",27442
"cty21065","Estill County, KY",27416
"cty01109","Pike County, AL",27410
"cty37139","Pasquotank County, NC",27407
"cty13221","Oglethorpe County, GA",27386
"cty47173","Union County, TN",27384
"cty51640","Galax city, VA",27380
"cty37151","Randolph County, NC",27376
"cty21193","Perry County, KY",27375
"cty28047","Harrison County, MS",27371
"cty01019","Cherokee County, AL",27370
"cty13183","Long County, GA",27369
"cty28069","Kemper County, MS",27364
"cty12013","Calhoun County, FL",27363
"cty13305","Wayne County, GA",27355
"cty13295","Walker County, GA",27351
"cty28097","Montgomery County, MS",27349
"cty18177","Wayne County, IN",27344
"cty45071","Newberry County, SC",27336
"cty45003","Aiken County, SC",27332
"cty01123","Tallapoosa County, AL",27329
"cty22117","Washington Parish, LA",27326
"cty21079","Garrard County, KY",27326
"cty37111","McDowell County, NC",27325
"cty12093","Okeechobee County, FL",27320
"cty01055","Etowah County, AL",27310
"cty21119","Knott County, KY",27304
"cty13017","Ben Hill County, GA",27300
"cty12123","Taylor County, FL",27287
"cty10003","New Castle County, DE",27280
"cty13091","Dodge County, GA",27278
"cty47049","Fentress County, TN",27273
"cty45045","Greenville County, SC",27271
"cty12119","Sumter County, FL",27269
"cty45019","Charleston County, SC",27268
"cty51083","Halifax County, VA",27263
"cty22073","Ouachita Parish, LA",27262
"cty01081","Lee County, AL",27257
"cty13197","Marion County, GA",27250
"cty45055","Kershaw County, SC",27232
"cty21073","Franklin County, KY",27214
"cty37049","Craven County, NC",27212
"cty45081","Saluda County, SC",27210
"cty13315","Wilcox County, GA",27205
"cty29133","Mississippi County, MO",27193
"cty21017","Bourbon County, KY",27186
"cty13307","Webster County, GA",27171
"cty01089","Madison County, AL",27160
"cty01007","Bibb County, AL",27158
"cty37041","Chowan County, NC",27154
"cty37013","Beaufort County, NC",27129
"cty37185","Warren County, NC",27119
"cty45001","Abbeville County, SC",27119
"cty51750","Radford city, VA",27118
"cty21111","Jefferson County, KY",27115
"cty55079","Milwaukee County, WI",27111
"cty05067","Jackson County, AR",27107
"cty28123","Scott County, MS",27104
"cty51131","Northampton County, VA",27100
"cty12073","Leon County, FL",27088
"cty21197","Powell County, KY",27073
"cty72061","Guaynabo Municipio, PR",27069
"cty51700","Newport News city, VA",27046
"cty05027","Columbia County, AR",27036
"cty51053","Dinwiddie County, VA",27032
"cty37069","Franklin County, NC",27024
"cty37187","Washington County, NC",27019
"cty13207","Monroe County, GA",27016
"cty01015","Calhoun County, AL",26996
"cty51025","Brunswick County, VA",26996
"cty21209","Scott County, KY",26985
"cty47059","Greene County, TN",26977
"cty01001","Autauga County, AL",26977
"cty51147","Prince Edward County, VA",26973
"cty28061","Jasper County, MS",26964
"cty51029","Buckingham County, VA",26960
"cty26121","Muskegon County, MI",26957
"cty13149","Heard County, GA",26957
"cty47045","Dyer County, TN",26950
"cty28035","Forrest County, MS",26933
"cty39047","Fayette County, OH",26923
"cty72119","Rio Grande Municipio, PR",26916
"cty37191","Wayne County, NC",26908
"cty05111","Poinsett County, AR",26888
"cty37025","Cabarrus County, NC",26883
"cty51135","Nottoway County, VA",26878
"cty13155","Irwin County, GA",26870
"cty28095","Monroe County, MS",26869
"cty21173","Montgomery County, KY",26866
"cty13077","Coweta County, GA",26864
"cty21067","Fayette County, KY",26863
"cty45077","Pickens County, SC",26859
"cty51183","Sussex County, VA",26837
"cty47019","Carter County, TN",26832
"cty47093","Knox County, TN",26827
"cty13299","Ware County, GA",26821
"cty13279","Toombs County, GA",26811
"cty05041","Desha County, AR",26804
"cty51117","Mecklenburg County, VA",26802
"cty28081","Lee County, MS",26800
"cty37141","Pender County, NC",26787
"cty18041","Fayette County, IN",26776
"cty28009","Benton County, MS",26776
"cty37085","Harnett County, NC",26765
"cty05057","Hempstead County, AR",26759
"cty39049","Franklin County, OH",26756
"cty05001","Arkansas County, AR",26756
"cty72051","Dorado Municipio, PR",26753
"cty45029","Colleton County, SC",26749
"cty47053","Gibson County, TN",26733
"cty37015","Bertie County, NC",26731
"cty37127","Nash County, NC",26713
"cty37023","Burke County, NC",26713
"cty37163","Sampson County, NC",26712
"cty47167","Tipton County, TN",26707
"cty12051","Hendry County, FL",26702
"cty37035","Catawba County, NC",26701
"cty45027","Clarendon County, SC",26700
"cty01097","Mobile County, AL",26694
"cty21051","Clay County, KY",26690
"cty05139","Union County, AR",26686
"cty37109","Lincoln County, NC",26639
"cty01067","Henry County, AL",26635
"cty18053","Grant County, IN",26627
"cty39141","Ross County, OH",26614
"cty45091","York County, SC",26599
"cty37047","Columbus County, NC",26587
"cty01069","Houston County, AL",26583
"cty51680","Lynchburg city, VA",26582
"cty47063","Hamblen County, TN",26577
"cty13087","Decatur County, GA",26577
"cty37001","Alamance County, NC",26565
"cty13321","Worth County, GA",26554
"cty13297","Walton County, GA",26545
"cty45007","Anderson County, SC",26541
"cty13233","Polk County, GA",26539
"cty37129","New Hanover County, NC",26531
"cty20209","Wyandotte County, KS",26528
"cty39061","Hamilton County, OH",26520
"cty01013","Butler County, AL",26516
"cty13115","Floyd County, GA",26510
"cty47163","Sullivan County, TN",26509
"cty47013","Campbell County, TN",26502
"cty45017","Calhoun County, SC",26477
"cty12027","DeSoto County, FL",26470
"cty13313","Whitfield County, GA",26463
"cty13131","Grady County, GA",26451
"cty47179","Washington County, TN",26449
"cty47091","Johnson County, TN",26446
"cty13317","Wilkes County, GA",26440
"cty39131","Pike County, OH",26433
"cty01125","Tuscaloosa County, AL",26432
"cty51049","Cumberland County, VA",26429
"cty47145","Roane County, TN",26428
"cty18035","Delaware County, IN",26427
"cty21113","Jessamine County, KY",26411
"cty01121","Talladega County, AL",26409
"cty39023","Clark County, OH",26383
"cty72035","Cayey Municipio, PR",26378
"cty01065","Hale County, AL",26370
"cty13185","Lowndes County, GA",26352
"cty21147","McCreary County, KY",26341
"cty47153","Sequatchie County, TN",26328
"cty45085","Sumter County, SC",26326
"cty13309","Wheeler County, GA",26325
"cty13171","Lamar County, GA",26316
"cty51540","Charlottesville city, VA",26311
"cty47037","Davidson County, TN",26291
"cty13031","Bulloch County, GA",26291
"cty06003","Alpine County, CA",26275
"cty12007","Bradford County, FL",26257
"cty12023","Columbia County, FL",26234
"cty13161","Jeff Davis County, GA",26233
"cty26049","Genesee County, MI",26226
"cty13053","Chattahoochee County, GA",26224
"cty05077","Lee County, AR",26215
"cty37145","Person County, NC",26214
"cty28017","Chickasaw County, MS",26206
"cty13125","Glascock County, GA",26206
"cty05147","Woodruff County, AR",26203
"cty28117","Prentiss County, MS",26202
"cty28137","Tate County, MS",26196
"cty35031","McKinley County, NM",26193
"cty45083","Spartanburg County, SC",26191
"cty37117","Martin County, NC",26189
"cty51670","Hopewell city, VA",26184
"cty13033","Burke County, GA",26176
"cty47097","Lauderdale County, TN",26170
"cty28105","Oktibbeha County, MS",26159
"cty37019","Brunswick County, NC",26153
"cty18095","Madison County, IN",26124
"cty37057","Davidson County, NC",26123
"cty13035","Butts County, GA",26114
"cty51155","Pulaski County, VA",26091
"cty37161","Rutherford County, NC",26090
"cty37097","Iredell County, NC",26087
"cty47065","Hamilton County, TN",26074
"cty46017","Buffalo County, SD",26070
"cty13251","Screven County, GA",26051
"cty22017","Caddo Parish, LA",26045
"cty12107","Putnam County, FL",26041
"cty01037","Coosa County, AL",26037
"cty13271","Telfair County, GA",26034
"cty13105","Elbert County, GA",26029
"cty28051","Holmes County, MS",26027
"cty39113","Montgomery County, OH",26015
"cty51800","Suffolk city, VA",26014
"cty37119","Mecklenburg County, NC",26008
"cty28163","Yazoo County, MS",25978
"cty05073","Lafayette County, AR",25974
"cty45089","Williamsburg County, SC",25955
"cty37105","Lee County, NC",25954
"cty37123","Montgomery County, NC",25953
"cty13275","Thomas County, GA",25885
"cty21075","Fulton County, KY",25880
"cty37131","Northampton County, NC",25839
"cty47029","Cocke County, TN",25827
"cty45043","Georgetown County, SC",25823
"cty13175","Laurens County, GA",25818
"cty22091","St. Helena Parish, LA",25811
"cty12029","Dixie County, FL",25810
"cty28103","Noxubee County, MS",25804
"cty72113","Ponce Municipio, PR",25789
"cty13027","Brooks County, GA",25784
"cty45041","Florence County, SC",25783
"cty12065","Jefferson County, FL",25780
"cty28029","Copiah County, MS",25738
"cty45025","Chesterfield County, SC",25732
"cty13253","Seminole County, GA",25724
"cty02016","Aleutians West Census Area, AK",25710
"cty12031","Duval County, FL",25707
"cty01005","Barbour County, AL",25696
"cty01131","Wilcox County, AL",25685
"cty28063","Jefferson County, MS",25681
"cty22067","Morehouse Parish, LA",25676
"cty22035","East Carroll Parish, LA",25653
"cty11001","District of Columbia, DC",25636
"cty13127","Glynn County, GA",25627
"cty37077","Granville County, NC",25625
"cty37051","Cumberland County, NC",25618
"cty13213","Murray County, GA",25618
"cty28149","Warren County, MS",25613
"cty02013","Aleutians East Borough, AK",25596
"cty45059","Laurens County, SC",25578
"cty45075","Orangeburg County, SC",25569
"cty13023","Bleckley County, GA",25567
"cty28099","Neshoba County, MS",25565
"cty28161","Yalobusha County, MS",25552
"cty13079","Crawford County, GA",25530
"cty45049","Hampton County, SC",25524
"cty37083","Halifax County, NC",25512
"cty47069","Hardeman County, TN",25503
"cty28075","Lauderdale County, MS",25502
"cty21049","Clark County, KY",25468
"cty13071","Colquitt County, GA",25468
"cty51710","Norfolk city, VA",25456
"cty37081","Guilford County, NC",25452
"cty37147","Pitt County, NC",25448
"cty05119","Pulaski County, AR",25438
"cty37017","Bladen County, NC",25427
"cty45037","Edgefield County, SC",25423
"cty13189","McDuffie County, GA",25416
"cty13211","Morgan County, GA",25368
"cty26163","Wayne County, MI",25364
"cty12045","Gulf County, FL",25356
"cty05017","Chicot County, AR",25333
"cty13205","Mitchell County, GA",25323
"cty01011","Bullock County, AL",25308
"cty13289","Twiggs County, GA",25273
"cty37067","Forsyth County, NC",25261
"cty72043","Coamo Municipio, PR",25249
"cty13191","McIntosh County, GA",25235
"cty13209","Montgomery County, GA",25225
"cty13109","Evans County, GA",25223
"cty13043","Candler County, GA",25214
"cty13217","Newton County, GA",25213
"cty28159","Winston County, MS",25208
"cty21189","Owsley County, KY",25188
"cty47113","Madison County, TN",25186
"cty37079","Greene County, NC",25186
"cty37195","Wilson County, NC",25173
"cty01119","Sumter County, AL",25165
"cty13165","Jenkins County, GA",25155
"cty18097","Marion County, IN",25143
"cty51740","Portsmouth city, VA",25131
"cty01073","Jefferson County, AL",25128
"cty13051","Chatham County, GA",25115
"cty13235","Pulaski County, GA",25110
"cty45047","Greenwood County, SC",25109
"cty28043","Grenada County, MS",25107
"cty28087","Lowndes County, MS",25096
"cty13293","Upson County, GA",25059
"cty72041","Cidra Municipio, PR",25051
"cty72135","Toa Alta Municipio, PR",25036
"cty37159","Rowan County, NC",25019
"cty13075","Cook County, GA",25007
"cty45087","Union County, SC",24987
"cty45057","Lancaster County, SC",24971
"cty37153","Richmond County, NC",24964
"cty45065","McCormick County, SC",24961
"cty37071","Gaston County, NC",24951
"cty13059","Clarke County, GA",24942
"cty28011","Bolivar County, MS",24926
"cty13199","Meriwether County, GA",24905
"cty51081","Greensville County, VA",24875
"cty29155","Pemiscot County, MO",24855
"cty22071","Orleans Parish, LA",24841
"cty37107","Lenoir County, NC",24833
"cty13159","Jasper County, GA",24824
"cty13287","Turner County, GA",24818
"cty13263","Talbot County, GA",24811
"cty05093","Mississippi County, AR",24793
"cty01017","Chambers County, AL",24779
"cty37157","Rockingham County, NC",24757
"cty13163","Jefferson County, GA",24755
"cty13133","Greene County, GA",24751
"cty13225","Peach County, GA",24750
"cty37007","Anson County, NC",24736
"cty22065","Madison Parish, LA",24687
"cty05123","St. Francis County, AR",24656
"cty12037","Franklin County, FL",24646
"cty04001","Apache County, AZ",24631
"cty72099","Moca Municipio, PR",24616
"cty72015","Arroyo Municipio, PR",24616
"cty13173","Lanier County, GA",24580
"cty13065","Clinch County, GA",24578
"cty13269","Taylor County, GA",24576
"cty37027","Caldwell County, NC",24555
"cty13099","Early County, GA",24540
"cty12079","Madison County, FL",24536
"cty45061","Lee County, SC",24516
"cty13285","Troup County, GA",24515
"cty37091","Hertford County, NC",24511
"cty45031","Darlington County, SC",24506
"cty37045","Cleveland County, NC",24499
"cty72079","Lajas Municipio, PR",24479
"cty45023","Chester County, SC",24467
"cty51770","Roanoke city, VA",24466
"cty45079","Richland County, SC",24418
"cty72063","Gurabo Municipio, PR",24408
"cty45011","Barnwell County, SC",24392
"cty45067","Marion County, SC",24373
"cty01105","Perry County, AL",24365
"cty13063","Clayton County, GA",24364
"cty05069","Jefferson County, AR",24344
"cty01047","Dallas County, AL",24298
"cty28093","Marshall County, MS",24285
"cty13277","Tift County, GA",24237
